,area_type,availability,location,size,total_sqft,bath,balcony,price,price_per_sqft,price_per_sqft_x_1000
10184,Super built-up  Area,Ready To Move,Dodda Nekkundi Extension,3 BHK,1864.0,3.0,3.0,115.0,0.06169527896995708,61.69527896995708
10185,Built-up  Area,Ready To Move,Sarjapur,3 BHK,1575.0,3.0,3.0,55.0,0.03492063492063492,34.920634920634924
10187,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,945.0,2.0,1.0,45.0,0.047619047619047616,47.61904761904761
10188,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1691.0,3.0,2.0,100.0,0.05913660555884092,59.13660555884092
10191,Built-up  Area,Ready To Move,Kengeri,1 BHK,600.0,1.0,1.0,35.0,0.058333333333333334,58.333333333333336
10194,Super built-up  Area,Ready To Move,Vittasandra,3 BHK,1650.0,3.0,1.0,85.0,0.051515151515151514,51.515151515151516
10196,Super built-up  Area,Ready To Move,Abbigere,2 BHK,795.0,1.0,1.0,32.6,0.041006289308176104,41.00628930817611
10200,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,1243.0,2.0,2.0,46.0,0.03700724054706356,37.00724054706356
10201,Super built-up  Area,Ready To Move,Kammagondahalli,2 BHK,1263.0,2.0,1.0,51.5,0.04077593032462391,40.775930324623914
10203,Super built-up  Area,Ready To Move,Hennur,3 BHK,1345.0,2.0,1.0,69.0,0.051301115241635685,51.301115241635685
10205,Super built-up  Area,Ready To Move,Electronic City,3 BHK,1360.0,2.0,1.0,58.0,0.04264705882352941,42.64705882352941
10210,Built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1843.0,3.0,2.0,85.0,0.04612045577862181,46.12045577862181
10212,Super built-up  Area,Ready To Move,Koramangala,3 BHK,1642.0,2.0,1.0,115.0,0.07003654080389768,70.03654080389768
10215,Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,1075.0,2.0,1.0,44.0,0.04093023255813953,40.93023255813953
10218,Super built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,1225.0,2.0,0.0,68.0,0.05551020408163265,55.51020408163265
10219,Super built-up  Area,Ready To Move,Jakkur,2 BHK,1290.0,2.0,1.0,80.04,0.06204651162790698,62.04651162790698
10222,Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,1361.0,2.0,2.0,79.0,0.05804555473916238,58.045554739162384
10224,Built-up  Area,Ready To Move,1st Phase JP Nagar,2 BHK,1394.0,2.0,2.0,85.0,0.06097560975609756,60.97560975609756
10228,Super built-up  Area,Ready To Move,Hebbal,2 BHK,1420.0,2.0,1.0,99.39,0.06999295774647887,69.99295774647888
10231,Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,1167.0,2.0,2.0,64.08,0.054910025706940875,54.91002570694088
10238,Super built-up  Area,Ready To Move,Jigani,2 BHK,939.0,2.0,2.0,39.0,0.04153354632587859,41.53354632587859
10242,Super built-up  Area,Ready To Move,Marathahalli,3 BHK,1710.0,3.0,2.0,135.0,0.07894736842105263,78.94736842105263
10243,Super built-up  Area,Ready To Move,Subramanyapura,2 BHK,1000.0,2.0,1.0,45.0,0.045,45.0
10244,Super built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,3350.0,3.0,3.0,150.0,0.04477611940298507,44.776119402985074
10247,Super built-up  Area,Ready To Move,Jalahalli,1 BHK,615.0,1.0,1.0,46.0,0.07479674796747968,74.79674796747967
10250,Super built-up  Area,Ready To Move,Cunningham Road,3 BHK,2700.0,3.0,1.0,501.0,0.18555555555555556,185.55555555555554
10252,Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,1718.0,3.0,2.0,130.0,0.07566938300349244,75.66938300349244
10253,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1680.0,3.0,2.0,112.0,0.06666666666666667,66.66666666666667
10259,Super built-up  Area,Ready To Move,Banashankari,3 BHK,1800.0,3.0,2.0,175.0,0.09722222222222222,97.22222222222223
10260,Super built-up  Area,Ready To Move,Jalahalli East,2 BHK,1010.0,2.0,1.0,52.0,0.05148514851485148,51.48514851485148
10266,Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,1884.0,4.0,2.0,118.0,0.06263269639065817,62.632696390658175
10267,Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,2 BHK,1090.0,2.0,1.0,37.0,0.03394495412844037,33.94495412844037
10268,Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,1300.0,3.0,2.0,77.99,0.059992307692307685,59.99230769230768
10269,Super built-up  Area,Ready To Move,Amblipura,4 BHK,2950.0,4.0,2.0,250.0,0.0847457627118644,84.7457627118644
10270,Super built-up  Area,Ready To Move,Harlur,3 BHK,1710.0,3.0,3.0,85.0,0.049707602339181284,49.707602339181285
10272,Super built-up  Area,Ready To Move,Kodichikkanahalli,3 BHK,1310.0,2.0,2.0,53.0,0.04045801526717557,40.458015267175576
10275,Built-up  Area,Ready To Move,Hennur Gardens,3 BHK,1464.0,2.0,2.0,115.0,0.07855191256830601,78.55191256830601
10276,Built-up  Area,Ready To Move,Marsur,3 BHK,715.0,2.0,1.0,29.0,0.04055944055944056,40.55944055944056
10282,Super built-up  Area,Ready To Move,CV Raman Nagar,2 BHK,1040.0,2.0,1.0,50.0,0.04807692307692308,48.07692307692308
10284,Super built-up  Area,Ready To Move,Volagerekallahalli,2 BHK,1205.0,2.0,1.0,47.0,0.03900414937759336,39.004149377593365
10288,Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,980.0,2.0,2.0,35.0,0.03571428571428571,35.714285714285715
10289,Built-up  Area,Ready To Move,8th Phase JP Nagar,2 BHK,1006.0,2.0,0.0,44.0,0.0437375745526839,43.7375745526839
10290,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1098.0,2.0,1.0,71.0,0.06466302367941712,64.66302367941712
10291,Built-up  Area,Ready To Move,Mico Layout,2 BHK,1200.0,2.0,1.0,53.5,0.044583333333333336,44.583333333333336
10293,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1019.0,2.0,1.0,62.0,0.06084396467124632,60.843964671246326
10295,Plot  Area,Ready To Move,Anekal,3 Bedroom,1733.5,3.0,1.0,120.0,0.06922411306605133,69.22411306605133
10296,Super built-up  Area,Ready To Move,Yeshwanthpur Industrial Suburb,2 BHK,1415.0,2.0,2.0,120.0,0.08480565371024736,84.80565371024736
10299,Built-up  Area,Ready To Move,Chennappa Layout,2 BHK,1050.0,2.0,2.0,45.0,0.04285714285714286,42.857142857142854
10300,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1452.0,3.0,3.0,55.6,0.03829201101928375,38.29201101928375
10301,Super built-up  Area,Ready To Move,Domlur,2 BHK,1246.0,2.0,1.0,95.0,0.07624398073836276,76.24398073836277
10302,Built-up  Area,Ready To Move,Yelahanka,3 BHK,1890.0,4.0,2.0,85.0,0.04497354497354497,44.97354497354497
10305,Plot  Area,Ready To Move,Brookefield,4 Bedroom,1500.0,5.0,3.0,160.0,0.10666666666666667,106.66666666666667
10317,Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,1750.0,3.0,2.0,120.0,0.06857142857142857,68.57142857142857
10318,Super built-up  Area,Ready To Move,Subramanyapura,3 BHK,1260.0,2.0,1.0,80.0,0.06349206349206349,63.49206349206349
10321,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,1285.0,2.0,1.0,78.0,0.060700389105058365,60.70038910505836
10322,Built-up  Area,Ready To Move,Hebbal,3 BHK,1590.0,3.0,2.0,96.0,0.06037735849056604,60.37735849056604
10323,Super built-up  Area,Ready To Move,9th Phase JP Nagar,3 BHK,1571.0,3.0,2.0,65.0,0.041374920432845325,41.37492043284532
10326,Super built-up  Area,Ready To Move,Hennur,2 BHK,1255.0,2.0,1.0,58.0,0.046215139442231074,46.21513944223107
10329,Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,1520.0,2.0,3.0,81.0,0.053289473684210525,53.28947368421053
10331,Super built-up  Area,Ready To Move,Gollahalli,2 BHK,1170.0,2.0,1.0,45.51,0.0388974358974359,38.8974358974359
10333,Super built-up  Area,Ready To Move,Ardendale,3 BHK,1777.26,3.0,2.0,89.0,0.050077084950991974,50.077084950991974
10334,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1303.0,2.0,2.0,55.78,0.04280890253261704,42.80890253261704
10343,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,994.0,2.0,2.0,45.0,0.04527162977867203,45.27162977867203
10344,Super built-up  Area,Ready To Move,Thirupalya,2 BHK,1025.0,2.0,1.0,65.0,0.06341463414634146,63.41463414634146
10345,Built-up  Area,Ready To Move,Marathahalli,2 BHK,1156.0,2.0,2.0,52.0,0.04498269896193772,44.98269896193772
10346,Super built-up  Area,Ready To Move,JP Nagar,2 BHK,1250.0,2.0,2.0,60.0,0.048,48.0
10347,Built-up  Area,Ready To Move,Kundalahalli,4 Bedroom,3092.0,4.0,3.0,230.0,0.07438551099611902,74.38551099611902
10348,Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,1930.0,4.0,2.0,122.0,0.06321243523316063,63.212435233160626
10349,Built-up  Area,Ready To Move,New Thippasandra,2 BHK,1020.0,2.0,1.0,70.0,0.06862745098039216,68.62745098039217
10352,Built-up  Area,Ready To Move,Kanakpura Road,2 BHK,1322.0,2.0,3.0,70.0,0.0529500756429652,52.9500756429652
10355,Built-up  Area,Ready To Move,Lakshminarayana Pura,3 BHK,1720.0,3.0,3.0,150.0,0.0872093023255814,87.2093023255814
10359,Super built-up  Area,Ready To Move,Venugopal Reddy Layout,2 BHK,1155.0,2.0,2.0,69.0,0.05974025974025974,59.74025974025974
10362,Super built-up  Area,Ready To Move,Hebbal,3 BHK,3520.0,5.0,2.0,320.0,0.09090909090909091,90.9090909090909
10365,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1515.0,2.0,1.0,76.0,0.050165016501650166,50.165016501650165
10368,Built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1130.0,2.0,2.0,55.0,0.048672566371681415,48.67256637168141
10369,Super built-up  Area,Ready To Move,Bellandur,2 BHK,1049.0,2.0,1.0,51.0,0.04861773117254528,48.617731172545284
10375,Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,800.0,2.0,1.0,40.0,0.05,50.0
10381,Super built-up  Area,Ready To Move,Kammasandra,3 BHK,1276.0,2.0,1.0,31.9,0.024999999999999998,24.999999999999996
10382,Super built-up  Area,Ready To Move,Shikaripalya,3 BHK,1555.0,2.0,1.0,67.0,0.043086816720257236,43.08681672025723
10388,Super built-up  Area,Ready To Move,Cox Town,2 BHK,1000.0,2.0,3.0,58.0,0.058,58.0
10392,Super built-up  Area,Ready To Move,Electronic City,3 BHK,1160.0,2.0,2.0,42.0,0.03620689655172414,36.20689655172414
10393,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1419.0,2.0,2.0,48.1,0.03389711064129669,33.89711064129669
10395,Built-up  Area,Ready To Move,Bellandur,3 BHK,1350.0,2.0,1.0,63.0,0.04666666666666667,46.66666666666667
10396,Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,2215.0,3.0,2.0,330.0,0.1489841986455982,148.9841986455982
10397,Super built-up  Area,Ready To Move,Attibele,2 BHK,996.0,2.0,1.0,24.9,0.024999999999999998,24.999999999999996
10400,Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,1715.0,3.0,3.0,112.0,0.0653061224489796,65.3061224489796
10401,Super built-up  Area,Ready To Move,Hebbal,2 BHK,1072.0,2.0,2.0,45.0,0.04197761194029851,41.97761194029851
10402,Super built-up  Area,Ready To Move,Panathur,2 BHK,1230.0,2.0,1.0,80.0,0.06504065040650407,65.04065040650407
10409,Built-up  Area,Ready To Move,Doddathoguru,3 BHK,1208.0,3.0,1.0,45.0,0.037251655629139076,37.25165562913907
10413,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1262.0,2.0,1.0,65.0,0.05150554675118859,51.50554675118859
10418,Super built-up  Area,Ready To Move,Whitefield,2 BHK,1340.0,2.0,2.0,41.0,0.030597014925373135,30.597014925373134
10419,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,2275.0,4.0,2.0,182.0,0.08,80.0
10420,Super built-up  Area,Ready To Move,Budigere,2 BHK,1162.0,2.0,1.0,58.0,0.04991394148020654,49.91394148020654
10424,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,980.0,2.0,1.0,25.0,0.025510204081632654,25.510204081632654
10427,Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,1106.0,2.0,3.0,40.0,0.03616636528028933,36.166365280289334
10428,Built-up  Area,Ready To Move,Kereguddadahalli,2 BHK,1105.0,2.0,2.0,27.6,0.02497737556561086,24.97737556561086
10430,Super built-up  Area,Ready To Move,Tirumanahalli,2 BHK,1255.0,2.0,1.0,56.7,0.0451792828685259,45.179282868525895
10431,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1525.0,2.0,2.0,65.0,0.04262295081967213,42.62295081967213
10435,Super built-up  Area,Ready To Move,Domlur,3 BHK,2100.0,3.0,2.0,145.0,0.06904761904761905,69.04761904761905
10436,Super built-up  Area,Ready To Move,Electronic City,2 BHK,660.0,1.0,1.0,16.5,0.025,25.0
10443,Super built-up  Area,Ready To Move,Hennur Road,3 BHK,1904.0,3.0,2.0,129.0,0.06775210084033613,67.75210084033613
10445,Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,1164.0,2.0,2.0,64.08,0.055051546391752575,55.051546391752574
10446,Super built-up  Area,Ready To Move,Mahaganapathy Nagar,2 BHK,1410.0,2.0,2.0,73.0,0.05177304964539007,51.77304964539007
10447,Built-up  Area,Ready To Move,Green View Layout,2 BHK,1150.0,2.0,1.0,42.0,0.036521739130434785,36.52173913043479
10451,Built-up  Area,Ready To Move,NRI Layout,3 BHK,1789.0,3.0,3.0,75.0,0.041922861934041364,41.922861934041364
10452,Super built-up  Area,Ready To Move,Hulimavu,2 BHK,1021.0,2.0,1.0,76.0,0.07443682664054849,74.43682664054849
10454,Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,1222.0,2.0,3.0,48.0,0.03927986906710311,39.27986906710311
10455,Super built-up  Area,Ready To Move,Hennur Road,3 BHK,1981.0,3.0,1.0,134.0,0.06764260474507824,67.64260474507824
10457,Super built-up  Area,Ready To Move,Adugodi,2 BHK,1201.0,2.0,1.0,65.0,0.05412156536219817,54.12156536219817
10458,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,970.0,2.0,1.0,36.0,0.03711340206185567,37.11340206185567
10459,Super built-up  Area,Ready To Move,Sarjapur,2 BHK,920.0,2.0,2.0,33.0,0.035869565217391305,35.869565217391305
10460,Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,1520.0,3.0,3.0,85.0,0.05592105263157895,55.921052631578945
10464,Super built-up  Area,Ready To Move,Harlur,3 BHK,1755.0,3.0,2.0,115.0,0.06552706552706553,65.52706552706553
10465,Super built-up  Area,Ready To Move,Hoskote,2 BHK,945.0,2.0,1.0,35.0,0.037037037037037035,37.03703703703704
10468,Built-up  Area,Ready To Move,Bommenahalli,4 Bedroom,1632.0,3.0,0.0,140.0,0.0857843137254902,85.7843137254902
10470,Super built-up  Area,Ready To Move,Domlur,2 BHK,1276.0,2.0,2.0,80.0,0.06269592476489028,62.69592476489028
10471,Built-up  Area,Ready To Move,Thanisandra,2 BHK,1234.0,2.0,2.0,51.0,0.041329011345218804,41.3290113452188
10472,Super built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,1180.0,2.0,1.0,75.0,0.0635593220338983,63.559322033898304
10473,Super built-up  Area,Ready To Move,ISRO Layout,3 BHK,1370.0,2.0,2.0,87.0,0.06350364963503649,63.50364963503649
10484,Super built-up  Area,Ready To Move,Kanakapura,3 BHK,1290.0,2.0,3.0,51.1,0.0396124031007752,39.6124031007752
10486,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1881.0,3.0,2.0,145.0,0.07708665603402445,77.08665603402446
10492,Super built-up  Area,Ready To Move,Dairy Circle,3 BHK,2735.0,4.0,2.0,340.0,0.12431444241316271,124.31444241316271
10504,Super built-up  Area,Ready To Move,CV Raman Nagar,1 BHK,705.0,2.0,1.0,50.0,0.07092198581560284,70.92198581560284
10506,Super built-up  Area,Ready To Move,Anandapura,2 BHK,1200.0,2.0,1.0,50.0,0.041666666666666664,41.666666666666664
10508,Built-up  Area,Ready To Move,Sidedahalli,2 BHK,750.0,2.0,0.0,20.0,0.02666666666666667,26.666666666666668
10513,Built-up  Area,Ready To Move,Electronic City,3 BHK,1287.0,3.0,1.0,55.0,0.042735042735042736,42.73504273504273
10514,Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,2215.0,4.0,2.0,157.0,0.0708803611738149,70.88036117381489
10516,Built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1045.0,2.0,2.0,42.15,0.04033492822966507,40.334928229665074
10518,Super built-up  Area,Ready To Move,Whitefield,3 BHK,1431.0,3.0,2.0,85.0,0.0593990216631726,59.399021663172604
10520,Super built-up  Area,Ready To Move,Vittasandra,3 BHK,1650.0,3.0,2.0,85.5,0.05181818181818182,51.81818181818182
10521,Super built-up  Area,Ready To Move,Lavakusha Nagar,3 BHK,1535.0,3.0,1.0,72.0,0.046905537459283386,46.90553745928339
10526,Super built-up  Area,Ready To Move,Yelahanka New Town,1 BHK,284.0,1.0,1.0,8.0,0.028169014084507043,28.169014084507044
10528,Super built-up  Area,Ready To Move,Nallurhalli,2 BHK,1265.0,2.0,2.0,68.0,0.05375494071146245,53.75494071146245
10535,Plot  Area,Ready To Move,Sarjapur  Road,4 Bedroom,2880.0,3.0,2.0,211.0,0.07326388888888889,73.26388888888889
10537,Super built-up  Area,Ready To Move,Dasanapura,2 BHK,708.0,2.0,1.0,31.15,0.043997175141242933,43.997175141242934
10545,Built-up  Area,Ready To Move,Amruthahalli,3 BHK,1450.0,2.0,1.0,90.0,0.06206896551724138,62.06896551724138
10546,Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,1100.0,2.0,1.0,65.0,0.05909090909090909,59.090909090909086
10547,Super built-up  Area,Ready To Move,Kadubeesanahalli,2 BHK,1185.0,2.0,3.0,55.0,0.046413502109704644,46.413502109704645
10557,Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,1421.0,2.0,2.0,73.0,0.05137227304714989,51.37227304714989
10565,Super built-up  Area,Ready To Move,Byrasandra,2 BHK,1140.0,2.0,3.0,60.0,0.05263157894736842,52.63157894736842
10567,Super built-up  Area,Ready To Move,Begur Road,3 BHK,1410.0,2.0,3.0,44.42,0.031503546099290784,31.503546099290784
10570,Plot  Area,Ready To Move,Electronic City,4 Bedroom,1800.0,3.0,2.0,700.0,0.3888888888888889,388.8888888888889
10572,Super built-up  Area,Ready To Move,Electronic City,2 BHK,1258.0,2.0,1.0,85.5,0.0679650238473768,67.9650238473768
10573,Super built-up  Area,Ready To Move,Dodda Nekkundi Extension,3 BHK,1458.0,2.0,2.0,87.0,0.059670781893004114,59.67078189300411
10574,Built-up  Area,Ready To Move,Electronic City,2 BHK,1386.0,2.0,1.0,85.0,0.06132756132756133,61.32756132756133
10576,Built-up  Area,Ready To Move, Electronic City,1 RK,550.0,1.0,1.0,27.0,0.04909090909090909,49.090909090909086
10577,Super built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,1200.0,2.0,3.0,83.0,0.06916666666666667,69.16666666666667
10579,Super built-up  Area,Ready To Move,Whitefield,4 BHK,2135.0,3.0,2.0,149.0,0.06978922716627635,69.78922716627635
10581,Super built-up  Area,Ready To Move,Pampa Extension,2 BHK,1178.0,2.0,1.0,80.0,0.06791171477079797,67.91171477079797
10582,Super built-up  Area,Ready To Move, Devarachikkanahalli,2 BHK,991.0,2.0,2.0,40.0,0.04036326942482341,40.363269424823415
10583,Super built-up  Area,Ready To Move,Gottigere,3 BHK,1493.0,2.0,3.0,90.0,0.06028131279303416,60.28131279303416
10584,Super built-up  Area,Ready To Move,Subramanyapura,3 BHK,2495.0,3.0,3.0,130.0,0.052104208416833664,52.104208416833664
10586,Super built-up  Area,Ready To Move,Dasanapura,2 BHK,814.0,2.0,1.0,53.0,0.06511056511056511,65.1105651105651
10587,Super built-up  Area,Ready To Move,Electronic City,2 BHK,1025.0,2.0,1.0,50.0,0.04878048780487805,48.78048780487805
10589,Super built-up  Area,Ready To Move,Whitefield,4 BHK,3075.0,2.0,3.0,188.0,0.061138211382113825,61.13821138211382
10591,Super built-up  Area,Ready To Move,Whitefield,3 BHK,1760.0,3.0,2.0,160.0,0.09090909090909091,90.9090909090909
10595,Super built-up  Area,Ready To Move,Hanumanth Nagar,2 BHK,1175.0,2.0,2.0,52.86,0.04498723404255319,44.98723404255319
10597,Super built-up  Area,Ready To Move,KR Puram,2 BHK,1100.0,2.0,2.0,45.0,0.04090909090909091,40.90909090909091
10600,Super built-up  Area,Ready To Move,6th Phase JP Nagar,3 BHK,1810.0,3.0,3.0,131.0,0.07237569060773481,72.37569060773481
10602,Built-up  Area,Ready To Move,Sector 7 HSR Layout,3 BHK,2400.0,2.0,3.0,195.0,0.08125,81.25
10603,Built-up  Area,Ready To Move,Kalyan nagar,2 BHK,1100.0,2.0,1.0,70.0,0.06363636363636363,63.63636363636363
10604,Super built-up  Area,Ready To Move,Electronic City Phase II,1 BHK,650.0,1.0,1.0,35.0,0.05384615384615385,53.84615384615385
10607,Super built-up  Area,Ready To Move,Billekahalli,2 BHK,1360.0,2.0,3.0,110.0,0.08088235294117647,80.88235294117648
10608,Super built-up  Area,Ready To Move,Yeshwanthpur,1 BHK,674.0,1.0,1.0,36.85,0.05467359050445104,54.673590504451035
10612,Super built-up  Area,Ready To Move,Kaverappa Layout,2 BHK,1277.0,2.0,2.0,92.0,0.07204385277995301,72.04385277995301
10615,Super built-up  Area,Ready To Move,Budigere,2 BHK,1153.0,2.0,2.0,60.0,0.05203816131830009,52.038161318300084
10617,Built-up  Area,Ready To Move,KR Puram,5 BHK,3300.0,3.0,1.0,255.0,0.07727272727272727,77.27272727272727
10621,Super built-up  Area,Ready To Move,8th Phase JP Nagar,2 BHK,1160.0,2.0,1.0,95.0,0.08189655172413793,81.89655172413792
10622,Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,1075.0,2.0,1.0,31.0,0.02883720930232558,28.83720930232558
10623,Built-up  Area,Ready To Move,Brookefield,2 BHK,1225.0,2.0,2.0,72.0,0.05877551020408163,58.77551020408163
10624,Plot  Area,Ready To Move,Benson Town,4 Bedroom,5000.0,5.0,3.0,950.0,0.19,190.0
10627,Built-up  Area,Ready To Move,Nagappa Reddy Layout,3 BHK,1350.0,3.0,2.0,60.0,0.044444444444444446,44.44444444444444
10630,Super built-up  Area,Ready To Move,Hennur Road,2 BHK,1155.0,2.0,1.0,69.18,0.0598961038961039,59.896103896103895
10631,Super built-up  Area,Ready To Move,Sarakki Nagar,4 BHK,3126.0,5.0,3.0,345.0,0.11036468330134357,110.36468330134356
10632,Super built-up  Area,Ready To Move,Jalahalli,2 BHK,905.0,2.0,2.0,55.0,0.06077348066298342,60.773480662983424
10633,Super built-up  Area,Ready To Move,Vijayanagar,3 BHK,1375.0,2.0,0.0,75.0,0.05454545454545454,54.54545454545454
10637,Super built-up  Area,Ready To Move,Kannamangala,2 BHK,957.0,2.0,1.0,55.0,0.05747126436781609,57.47126436781609
10638,Built-up  Area,Ready To Move,9th Phase JP Nagar,2 BHK,890.0,2.0,2.0,45.0,0.05056179775280899,50.561797752808985
10639,Super built-up  Area,Ready To Move,KR Puram,4 BHK,3000.0,4.0,2.0,235.0,0.07833333333333334,78.33333333333334
10640,Super built-up  Area,Ready To Move,Electronic City,2 BHK,1070.0,2.0,1.0,55.0,0.0514018691588785,51.401869158878505
10641,Plot  Area,Ready To Move,Bendiganahalli,5 Bedroom,2400.0,5.0,1.0,150.0,0.0625,62.5
10643,Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,925.0,2.0,1.0,37.0,0.04,40.0
10644,Built-up  Area,Ready To Move,Kammasandra,2 BHK,1415.0,2.0,2.0,60.0,0.04240282685512368,42.40282685512368
10646,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,1225.0,2.0,1.0,37.0,0.030204081632653063,30.20408163265306
10652,Super built-up  Area,Ready To Move,Bhoganhalli,2 BHK,1260.0,2.0,1.0,69.9,0.05547619047619048,55.476190476190474
10654,Super built-up  Area,Ready To Move,Kachanayakanahalli,2 BHK,827.0,2.0,0.0,34.0,0.041112454655380895,41.112454655380894
10657,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,1370.0,2.0,1.0,54.79,0.03999270072992701,39.99270072992701
10658,Super built-up  Area,Ready To Move,Whitefield,3 BHK,1725.0,3.0,2.0,106.0,0.06144927536231884,61.449275362318836
10664,Super built-up  Area,Ready To Move,Shanthi Pura,2 BHK,800.0,2.0,1.0,32.0,0.04,40.0
10665,Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,2367.0,4.0,3.0,340.0,0.1436417405999155,143.6417405999155
10666,Super built-up  Area,Ready To Move,Sonnenahalli,3 BHK,1415.0,2.0,1.0,65.0,0.045936395759717315,45.936395759717314
10669,Super built-up  Area,Ready To Move,Yelahanka,1 BHK,700.0,1.0,1.0,38.0,0.054285714285714284,54.285714285714285
10670,Super built-up  Area,Ready To Move,Sarjapur,3 BHK,1445.0,3.0,1.0,50.0,0.03460207612456748,34.602076124567475
10672,Super built-up  Area,Ready To Move,HSR Layout,2 BHK,1140.0,2.0,2.0,46.0,0.04035087719298246,40.35087719298246
10673,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,933.0,2.0,1.0,66.0,0.0707395498392283,70.7395498392283
10676,Super built-up  Area,Ready To Move,Whitefield,2 BHK,1130.0,2.0,1.0,36.0,0.03185840707964602,31.858407079646017
10679,Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,1555.0,3.0,2.0,125.0,0.08038585209003216,80.38585209003216
10680,Super built-up  Area,Ready To Move,Bellandur,3 BHK,1420.0,3.0,2.0,62.0,0.04366197183098591,43.66197183098591
10685,Built-up  Area,Ready To Move,KR Puram,2 BHK,1035.0,2.0,2.0,40.0,0.03864734299516908,38.64734299516908
10686,Plot  Area,Ready To Move,Whitefield,4 Bedroom,2064.0,5.0,2.0,225.0,0.10901162790697674,109.01162790697674
10687,Super built-up  Area,Ready To Move,Keshava Nagar,3 BHK,1839.0,3.0,3.0,160.0,0.08700380641653073,87.00380641653074
10688,Super built-up  Area,Ready To Move,Begur Road,2 BHK,1200.0,2.0,2.0,44.0,0.03666666666666667,36.666666666666664
10689,Built-up  Area,Ready To Move,Yelahanka New Town,1 BHK,488.0,1.0,1.0,20.0,0.040983606557377046,40.983606557377044
10692,Super built-up  Area,Ready To Move,Gunjur Palya,2 BHK,993.0,2.0,2.0,42.0,0.04229607250755287,42.29607250755287
10693,Super built-up  Area,Ready To Move,Hoodi,2 BHK,1225.0,2.0,1.0,45.0,0.036734693877551024,36.734693877551024
10696,Built-up  Area,Ready To Move,Sompura,2 BHK,825.0,2.0,1.0,32.0,0.03878787878787879,38.78787878787879
10699,Super built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,1800.0,3.0,3.0,92.0,0.051111111111111114,51.111111111111114
10704,Built-up  Area,Ready To Move,Sarjapur  Road,1 BHK,675.0,1.0,1.0,27.0,0.04,40.0
10707,Plot  Area,Ready To Move,Whitefield,3 Bedroom,4800.0,4.0,2.0,600.0,0.125,125.0
10710,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,1330.0,2.0,1.0,58.0,0.04360902255639098,43.60902255639098
